Episode,Total_Reward,Avg_Wait_Time
150,-219.61483516483517,7.029411764705882
151,-267.9904761904762,7.75
152,-331.39372294372293,8.35
153,-311.97738095238094,9.524752475247524
154,-322.70714285714286,6.0588235294117645
155,-270.04047619047617,6.5
156,-321.0753246753246,8.83495145631068
157,-288.8678571428572,6.102803738317757
158,-295.7380036630036,8.401869158878505
159,-345.56428571428575,7.778846153846154
160,-323.27142857142854,6.155339805825243
161,-345.1166666666667,6.524752475247524
162,-355.33095238095234,11.0
163,-247.12272727272727,5.528846153846154
164,-359.9168831168832,8.114285714285714
165,-309.90833333333336,6.446601941747573
166,-387.6627206127206,8.176470588235293
167,-237.80389610389614,6.538461538461538
168,-267.39805194805194,6.705882352941177
169,-382.1285714285715,7.96
170,-253.62499999999997,5.6
171,-363.375,7.650943396226415
172,-266.89761904761906,6.5588235294117645
173,-300.3666666666666,6.46
174,-225.04642857142855,5.306930693069307
175,-288.1023809523809,6.1683168316831685
176,-264.4,8.153846153846153
177,-404.23214285714283,7.617647058823529
178,-335.42326839826836,7.142857142857143
179,-346.27500000000003,5.805825242718447
180,-295.77012987012984,6.213592233009709
181,-389.95714285714286,9.1
182,-353.6285714285714,6.764705882352941
183,-338.6642857142857,8.528846153846153
184,-229.18736263736264,6.376237623762377
185,-260.26428571428573,10.27
186,-335.32142857142856,7.59433962264151
187,-344.65714285714284,6.80188679245283
188,-345.16428571428577,6.41747572815534
189,-353.02142857142854,6.650485436893204
190,-279.09285714285716,6.0
191,-263.1071428571429,6.184466019417476
192,-292.34285714285716,6.588235294117647
193,-408.2309523809524,6.97029702970297
194,-259.1011904761905,6.376237623762377
195,-305.59761904761905,6.509615384615385
196,-237.6392857142857,7.75
197,-320.0535714285714,6.742857142857143
198,-343.74999999999994,6.6826923076923075
199,-225.28603896103894,6.01980198019802
200,-279.90000000000003,8.368932038834952
201,-311.92857142857144,6.702970297029703
202,-311.325,6.382352941176471
203,-360.89653679653685,9.01923076923077
204,-263.85714285714283,5.02
205,-306.4214285714286,6.009433962264151
206,-389.89285714285717,8.588235294117647
207,-361.73571428571427,8.455445544554456
208,-284.675,5.701923076923077
209,-280.3666666666667,5.882352941176471
210,-321.06439393939394,7.257142857142857
211,-330.7214285714286,6.13
212,-285.10357142857146,5.669811320754717
213,-227.16071428571428,6.1683168316831685
214,-268.4785714285714,7.772277227722772
215,-241.17499999999998,6.227722772277228
216,-245.25714285714287,8.08
217,-297.2095238095238,5.6
218,-130.275,5.29
219,-212.0857142857143,5.981132075471698
220,-249.46428571428572,7.147058823529412
221,-233.27380952380952,6.227722772277228
222,-288.2142857142857,5.74
223,-229.83246753246752,5.666666666666667
224,-240.8487012987013,6.176470588235294
225,-175.6107142857143,4.801980198019802
226,-266.0392857142857,6.316831683168317
227,-320.03214285714284,6.592233009708738
228,-270.77781385281384,6.01980198019802
229,-293.3285714285714,5.117647058823529
230,-324.23809523809524,6.70873786407767
231,-199.33214285714286,6.451923076923077
232,-300.6428571428571,6.554455445544554
233,-255.55129870129872,5.542857142857143
234,-250.37499999999997,5.252427184466019
235,-294.7166666666667,6.2924528301886795
236,-242.6642857142857,5.705882352941177
237,-274.9961038961039,5.77
238,-268.2642857142857,8.96039603960396
239,-396.05357142857144,8.128712871287128
240,-212.43928571428572,6.55
241,-206.9464285714286,5.617647058823529
242,-203.8535714285714,7.0
243,-244.6928571428571,5.470588235294118
244,-302.16904761904766,6.07
245,-316.55281385281387,7.089108910891089
246,-206.1801948051948,7.877358490566038
247,-234.28484848484848,5.752475247524752
248,-227.54816017316017,8.009900990099009
249,-143.33333333333331,6.617647058823529
250,-228.42499999999998,5.32
251,-257.95714285714286,6.04
252,-214.58690476190478,8.245283018867925
253,-158.85129870129867,4.98019801980198
254,-297.23095238095243,5.952830188679245
255,-210.76428571428573,5.427184466019417
256,-176.75714285714287,5.306930693069307
257,-357.6714285714286,7.085714285714285
258,-156.18474025974024,5.264705882352941
259,-323.9821428571429,6.60377358490566
260,-263.6367632367633,6.316831683168317
261,-304.8833333333333,7.5046728971962615
262,-239.19448051948055,6.82
263,-179.3155844155844,5.471153846153846
264,-382.09999999999997,8.17
265,-245.75324675324677,6.163461538461538
266,-262.37142857142857,6.882352941176471
267,-162.22619047619048,7.882352941176471
268,-216.775,6.138613861386139
269,-169.9525974025974,6.9411764705882355
270,-267.6952380952381,6.55
271,-209.1642857142857,5.56
272,-239.46785714285713,5.323529411764706
273,-324.78214285714284,5.9245283018867925
274,-222.3571428571429,7.475247524752476
275,-264.6,6.911764705882353
276,-213.42380952380952,7.51
277,-235.33928571428572,10.3
278,-218.1380952380952,6.0
279,-281.7369047619047,5.8
280,-238.17197802197802,6.64
281,-227.18214285714288,6.057142857142857
282,-297.7692307692308,6.538461538461538
283,-212.15238095238095,5.633663366336633
284,-226.98690476190478,6.625
285,-255.66666666666669,6.1923076923076925
286,-255.50714285714287,7.283018867924528
287,-224.0681818181818,7.445544554455446
288,-243.7904761904762,6.411764705882353
289,-261.85238095238094,6.314285714285714
290,-309.40714285714284,7.980769230769231
291,-195.13668831168835,5.96039603960396
292,-242.95454545454547,7.116504854368932
293,-192.6035714285714,5.990384615384615
294,-200.67499999999998,5.14
295,-218.2452380952381,5.970588235294118
296,-219.68809523809523,7.12
297,-151.613961038961,5.485436893203883
298,-207.94285714285715,6.82
299,-231.69166666666666,6.826923076923077
300,-267.3175324675325,5.871287128712871
301,-273.87857142857143,6.16
302,-150.52857142857144,6.171428571428572
303,-110.85714285714286,4.5
304,-338.5285714285714,9.16
305,-231.41428571428574,5.99009900990099
306,-225.2833333333333,6.150943396226415
307,-262.725,6.470588235294118
308,-211.09285714285713,6.533980582524272
309,-261.9809523809524,7.24
310,-187.64469696969695,5.4423076923076925
311,-189.97619047619045,5.194444444444445
312,-167.7285714285714,4.844660194174757
313,-308.28452380952376,8.149532710280374
314,-182.20714285714286,4.81
315,-243.7,6.388349514563107
316,-215.24285714285713,7.42
317,-250.59285714285713,5.944444444444445
318,-255.63214285714287,6.5
319,-196.85357142857143,4.914285714285715
320,-316.76071428571424,6.433962264150943
321,-183.23214285714286,5.5588235294117645
322,-130.6511904761905,4.721153846153846
323,-167.92142857142855,5.128712871287129
324,-150.60238095238097,5.106796116504855
325,-268.6035714285714,6.287128712871287
326,-158.33928571428572,5.5
327,-124.46060606060607,5.176470588235294
328,-138.87619047619046,4.407766990291262
329,-205.175,5.529411764705882
330,-191.4714285714286,5.96039603960396
331,-320.63517316017317,7.3
332,-219.30714285714288,8.558823529411764
333,-239.41666666666669,6.705882352941177
334,-175.50714285714287,5.281553398058253
335,-273.19047619047615,6.057142857142857
336,-277.86904761904754,6.122641509433962
337,-241.5142857142857,6.547169811320755
338,-181.7202380952381,5.47
339,-250.98333333333335,5.735294117647059
340,-327.67857142857144,6.155339805825243
341,-287.62662337662334,7.02970297029703
342,-201.3452380952381,6.6571428571428575
343,-281.79999999999995,6.584158415841584
344,-280.6642857142857,6.7
345,-239.16666666666669,7.36
346,-256.8989010989011,6.702970297029703
347,-202.96666666666667,5.742857142857143
348,-221.67142857142858,6.1683168316831685
349,-125.71785714285714,4.8076923076923075
350,-224.35952380952378,5.247524752475248
351,-253.25064935064935,5.626168224299065
352,-198.27424242424243,5.805825242718447
353,-259.9718614718615,6.0
354,-227.14848484848486,6.5
355,-300.5445887445888,7.566037735849057
356,-239.16904761904763,5.98
357,-237.28928571428574,6.5588235294117645
358,-127.12499999999999,4.801980198019802
359,-178.44642857142856,5.572815533980583
360,-216.94285714285715,6.1923076923076925
361,-193.25,8.5
362,-259.6333333333333,7.15
363,-232.7059523809524,5.903846153846154
364,-168.6738095238095,5.846153846153846
365,-234.36071428571427,5.752475247524752
366,-273.8738095238095,7.771428571428571
367,-168.2595238095238,6.647058823529412
368,-244.6047619047619,5.4411764705882355
369,-248.04999999999998,6.205882352941177
370,-251.91071428571425,6.428571428571429
371,-200.74415584415584,7.475247524752476
372,-124.20714285714287,5.00990099009901
373,-226.91309523809525,7.0
374,-173.05714285714285,5.841584158415841
375,-305.76655844155846,8.574257425742575
376,-214.99761904761903,6.22
377,-196.04642857142855,6.647058823529412
378,-224.78571428571428,6.64
379,-163.62142857142857,5.05
380,-267.1035714285714,7.51
381,-139.5625,4.742574257425742
382,-246.75714285714287,7.088235294117647
383,-151.40952380952382,5.514018691588785
384,-339.58961038961036,7.728155339805825
385,-178.93333333333334,5.598130841121495
386,-153.59880952380954,5.083333333333333
387,-256.74285714285713,7.169811320754717
388,-152.72142857142862,5.811881188118812
389,-221.99761904761905,5.783018867924528
390,-209.2,5.705882352941177
391,-214.77857142857144,7.0594059405940595
392,-195.90357142857144,6.01980198019802
393,-176.16428571428568,5.69811320754717
394,-215.54772727272726,6.184466019417476
395,-199.70714285714286,5.613207547169812
396,-273.6714285714286,7.24
397,-227.93333333333334,5.514285714285714
398,-188.52683982683982,6.201834862385321
399,-154.42857142857144,4.5049504950495045
400,-182.10714285714286,5.235294117647059
401,-134.70043290043293,5.6571428571428575
402,-101.46904761904761,4.529411764705882
403,-179.88809523809525,5.911764705882353
404,-129.55714285714288,4.980769230769231
405,-110.07619047619048,4.634615384615385
406,-175.547668997669,5.9411764705882355
407,-248.89523809523808,7.452830188679245
408,-178.66233766233765,5.788461538461538
409,-264.7714285714286,6.5673076923076925
410,-232.22857142857143,5.588235294117647
411,-249.0357142857143,6.971153846153846
412,-278.48214285714283,7.113207547169812
413,-144.62987012987014,4.588235294117647
414,-136.67619047619047,6.01980198019802
415,-211.28690476190474,6.352941176470588
416,-121.21428571428571,4.48
417,-129.10000000000002,4.534653465346534
418,-162.825,5.217821782178218
419,-186.36071428571427,5.069306930693069
420,-212.4142857142857,6.108910891089109
421,-158.95,5.5
422,-196.59285714285716,5.396039603960396
423,-197.87857142857143,7.02970297029703
424,-144.98571428571432,7.148514851485149
425,-135.9754329004329,4.961165048543689
426,-258.40714285714284,6.798076923076923
427,-107.22186147186147,5.0
428,-147.02261904761903,4.932038834951456
429,-141.80238095238096,5.571428571428571
430,-110.57857142857142,4.721153846153846
431,-118.14166666666667,4.98019801980198
432,-165.0945054945055,5.811881188118812
433,-189.0,5.077669902912621
434,-178.75,4.764705882352941
435,-128.575,4.813084112149533
436,-148.94285714285712,4.99
437,-145.2130952380952,5.0673076923076925
438,-97.81428571428572,4.51
439,-284.89761904761906,7.8076923076923075
440,-161.03095238095239,4.676470588235294
441,-195.44285714285715,5.89622641509434
442,-314.0857142857143,8.398058252427184
443,-217.45000000000002,6.970588235294118
444,-128.16071428571428,5.23
445,-136.59285714285716,5.56
446,-122.38928571428569,5.096153846153846
447,-128.17759740259743,4.611650485436893
448,-159.24880952380954,5.269230769230769
449,-170.80952380952382,5.900990099009901
450,-129.47619047619048,5.2
451,-183.76904761904763,5.245283018867925
452,-112.35000000000001,5.03960396039604
453,-126.56190476190476,4.916666666666667
454,-216.53636363636363,8.398058252427184
455,-143.5607142857143,4.683168316831683
456,-132.38571428571427,5.018867924528302
457,-138.62857142857143,5.240384615384615
458,-106.49199134199135,5.0
459,-160.23928571428573,5.11
460,-161.9714285714286,6.621359223300971
461,-198.95714285714283,5.382352941176471
462,-213.4,7.0
463,-201.5738095238095,6.147058823529412
464,-161.14523809523806,4.69
465,-102.02738095238095,4.594059405940594
466,-131.30714285714285,4.605769230769231
467,-196.77142857142857,6.4
468,-167.52142857142857,5.2
469,-151.92857142857142,4.566037735849057
470,-142.76071428571427,4.852941176470588
471,-162.86968864468864,5.345794392523365
472,-105.61785714285713,4.742574257425742
473,-215.94761904761904,6.147058823529412
474,-113.22500000000001,4.529411764705882
475,-232.70000000000002,6.764705882352941
476,-152.24999999999997,5.165048543689321
477,-191.78214285714287,5.871287128712871
478,-220.69285714285712,6.16
479,-165.72500000000002,5.252427184466019
480,-143.28214285714284,4.4411764705882355
481,-228.4357142857143,6.592233009708738
482,-179.74761904761908,5.125
483,-246.66071428571428,6.12621359223301
484,-135.93809523809523,5.8
485,-208.9785714285714,6.7
486,-117.64285714285715,4.534653465346534
487,-157.38333333333333,5.92
488,-173.88333333333333,5.56
489,-110.8573593073593,4.634615384615385
490,-308.1357142857143,7.902912621359223
491,-139.38214285714284,4.683168316831683
492,-161.53636363636366,5.98
493,-197.64285714285717,5.89
494,-255.13214285714287,7.12
495,-163.3904761904762,5.096153846153846
496,-147.56428571428572,5.685714285714286
497,-157.11190476190475,6.854368932038835
498,-157.60238095238094,4.81
499,-230.80952380952385,7.33
500,-187.7904761904762,5.794117647058823
501,-136.79642857142858,5.53
502,-113.03214285714284,4.588235294117647
503,-242.84999999999997,6.679611650485437
504,-152.32857142857142,7.089108910891089
505,-135.53809523809525,6.076923076923077
506,-118.06071428571428,4.828571428571428
507,-235.25476190476192,7.029411764705882
508,-174.1535714285714,5.02
509,-195.7857142857143,5.8
510,-166.10151515151514,4.932038834951456
511,-230.00476190476192,6.971153846153846
512,-107.80259740259739,4.5588235294117645
513,-179.39761904761906,5.764705882352941
514,-209.25357142857143,5.68
515,-111.08095238095238,4.699029126213592
516,-134.6357142857143,4.594059405940594
517,-109.84047619047621,4.772277227722772
518,-159.9,6.257425742574258
519,-127.79047619047618,5.048543689320389
520,-128.18636363636364,5.336633663366337
521,-182.35714285714286,6.617647058823529
522,-185.17857142857142,4.98019801980198
523,-199.86153846153843,4.970588235294118
524,-164.79047619047617,5.384615384615385
525,-152.27142857142857,4.87
526,-173.3452380952381,5.864077669902913
527,-207.21904761904764,7.29126213592233
528,-241.9404761904762,6.76
529,-196.57142857142856,6.076923076923077
530,-194.5095238095238,6.941747572815534
531,-176.07142857142858,6.114285714285714
532,-197.85,5.485148514851486
533,-148.1642857142857,4.93
534,-118.90238095238095,4.663461538461538
535,-204.5690476190476,6.852941176470588
536,-143.27857142857144,4.84
537,-113.30032467532467,4.588235294117647
538,-231.03809523809522,5.5
539,-220.67380952380955,5.59
540,-199.95000000000002,7.445544554455446
541,-224.9714285714286,5.823529411764706
542,-185.50476190476192,6.227722772277228
543,-161.73571428571427,6.76
544,-118.67857142857143,4.93
545,-120.31804029304031,5.871287128712871
546,-126.6857142857143,5.613207547169812
547,-139.29761904761907,5.485148514851486
548,-182.18571428571428,7.5049504950495045
549,-239.5701298701299,6.913461538461538
550,-263.58333333333337,8.339805825242719
551,-138.8642857142857,4.721153846153846
552,-143.7,5.188118811881188
553,-205.9642857142857,7.262135922330097
554,-108.32499999999999,4.6
555,-137.8482683982684,4.805555555555555
556,-144.175,5.293577981651376
557,-127.55714285714286,6.138613861386139
558,-233.61666666666665,6.971153846153846
559,-159.15,6.76
560,-208.02390109890112,5.9714285714285715
561,-127.54404761904762,4.623762376237623
562,-144.04805194805195,5.586538461538462
563,-144.63246753246756,4.823529411764706
564,-106.38333333333333,4.4
565,-185.28095238095239,7.8
566,-149.5538961038961,5.628571428571429
567,-218.95,5.74
568,-210.10952380952384,7.466019417475728
569,-117.53571428571429,4.571428571428571
570,-98.95714285714286,4.653465346534653
571,-167.71666666666667,5.852941176470588
572,-133.2785714285714,4.553398058252427
573,-97.72500000000001,4.794117647058823
574,-152.77142857142857,5.470588235294118
575,-119.18949579831933,4.54
576,-88.02857142857144,4.57
577,-165.85714285714286,6.9411764705882355
578,-147.61904761904762,5.730769230769231
579,-144.70476190476188,5.298076923076923
580,-191.89285714285717,5.882352941176471
581,-184.67142857142855,6.643564356435643
582,-111.25000000000001,4.72
583,-179.15238095238095,6.222222222222222
584,-127.36136363636362,5.65
585,-219.29999999999998,5.603960396039604
586,-217.00714285714284,6.428571428571429
587,-205.78441558441557,7.294117647058823
588,-99.56785714285715,4.5588235294117645
589,-209.15476190476195,7.230769230769231
590,-196.6316017316017,6.330097087378641
591,-135.64761904761903,5.62
592,-182.78571428571428,5.0
593,-131.10000000000002,4.81
594,-203.73333333333335,7.51
595,-160.61190476190475,5.00990099009901
596,-134.01190476190476,4.72
597,-184.17142857142858,7.09
598,-94.57380952380952,4.712871287128713
599,-171.97857142857143,6.9714285714285715
600,-141.57380952380953,5.8053097345132745
601,-158.59285714285716,4.683168316831683
602,-144.8642857142857,5.900990099009901
603,-343.42499999999995,6.596153846153846
604,-102.66428571428571,4.485714285714286
605,-185.01428571428573,6.316831683168317
606,-226.08571428571426,6.40566037735849
607,-114.9357142857143,5.096153846153846
608,-138.59450549450548,6.114285714285714
609,-91.6917748917749,4.407766990291262
610,-272.25,5.701923076923077
611,-117.19999999999999,4.69
612,-116.39642857142857,5.03960396039604
613,-142.0,5.26
614,-144.2238095238095,5.326923076923077
615,-111.43928571428572,4.932038834951456
616,-123.92142857142858,5.8
617,-122.3952380952381,6.079207920792079
618,-172.07857142857142,5.00990099009901
619,-225.25714285714287,6.105769230769231
620,-127.01547619047619,4.323529411764706
621,-155.17857142857144,6.22
622,-127.11428571428571,5.68
623,-195.13571428571427,6.711538461538462
624,-208.95,5.930693069306931
625,-172.31529304029303,6.617647058823529
626,-127.45714285714286,5.176470588235294
627,-109.55833333333334,4.57
628,-146.3642857142857,6.150943396226415
629,-106.81666666666666,4.371428571428571
630,-160.65714285714284,5.68
631,-92.37142857142857,4.371428571428571
632,-112.86428571428573,4.564356435643564
633,-122.50238095238097,5.2110091743119265
634,-159.47857142857143,6.764705882352941
635,-155.62012987012986,6.882352941176471
636,-142.63333333333333,4.634615384615385
637,-128.84047619047618,4.628571428571429
638,-130.35357142857143,4.764150943396227
639,-259.01666666666665,7.57
640,-103.22878787878788,4.852941176470588
641,-91.78333333333333,4.772277227722772
642,-119.22738095238095,4.786407766990291
643,-133.30714285714285,5.514851485148514
644,-150.2603896103896,6.679611650485437
645,-113.16071428571429,4.951923076923077
646,-109.41428571428573,4.735849056603773
647,-140.0702380952381,4.9504950495049505
648,-119.18798701298701,5.336633663366337
649,-117.25,4.356435643564357
650,-141.72857142857143,5.543689320388349
651,-152.05238095238096,6.621359223300971
652,-90.69642857142857,4.611650485436893
653,-133.91071428571428,4.69
654,-133.42261904761904,5.314285714285714
655,-106.22857142857143,4.663461538461538
656,-122.17987012987014,5.252427184466019
657,-95.66547619047618,4.676470588235294
658,-100.15,4.48
659,-149.84285714285716,6.628571428571429
660,-105.20714285714287,4.669902912621359
661,-96.48690476190477,5.128712871287129
662,-157.52857142857144,4.920792079207921
663,-213.26666666666665,6.910891089108911
664,-146.16666666666669,6.138613861386139
665,-123.15357142857142,4.605769230769231
666,-150.95,5.25
667,-106.837012987013,4.48
668,-133.24615384615385,5.5
669,-107.05714285714285,4.5
670,-138.60238095238097,6.4950495049504955
671,-96.54826839826839,4.712871287128713
672,-108.32857142857141,4.815533980582524
673,-118.42976190476192,4.9504950495049505
674,-171.4642857142857,7.02970297029703
675,-114.70454545454545,4.743119266055046
676,-115.67532467532467,5.83
677,-145.6,4.9411764705882355
678,-126.39761904761905,4.923076923076923
679,-86.30714285714286,4.415841584158416
680,-156.76785714285717,5.852941176470588
681,-162.8292207792208,6.854368932038835
682,-336.58095238095234,8.981132075471699
683,-128.73571428571427,5.158415841584159
684,-176.34285714285716,5.355769230769231
685,-134.05,5.165048543689321
686,-144.90833333333333,4.712871287128713
687,-160.91923076923078,6.294117647058823
688,-111.05357142857143,4.54
689,-134.00714285714287,5.0588235294117645
690,-154.0,5.099009900990099
691,-120.31428571428572,4.78
692,-206.4523809523809,7.605769230769231
693,-158.10476190476192,5.74
694,-164.31428571428572,6.1
695,-128.0285714285714,4.58252427184466
696,-106.22738095238095,4.66
697,-124.0059523809524,4.466019417475728
698,-108.23690476190475,4.39
699,-137.05,5.019417475728155
700,-166.93928571428572,5.330188679245283
701,-146.42857142857144,5.514285714285714
702,-178.2547619047619,7.18
703,-116.98333333333332,4.605769230769231
704,-129.55714285714288,5.14
705,-146.3021978021978,7.117647058823529
706,-254.82857142857148,7.519230769230769
707,-116.8404761904762,5.26
708,-124.88333333333335,4.801980198019802
709,-101.42380952380952,4.564356435643564
710,-147.60219780219782,6.22
711,-107.55000000000001,4.647058823529412
712,-114.13333333333334,4.534653465346534
713,-170.55714285714285,6.55
714,-172.40476190476193,6.910891089108911
715,-139.35238095238094,5.633663366336633
716,-147.75476190476192,5.689320388349515
717,-115.30357142857143,5.147058823529412
718,-107.725,4.962264150943396
719,-142.5285714285714,5.900990099009901
720,-109.28863636363636,4.891089108910891
721,-184.47792207792205,7.09
722,-112.39999999999999,4.861386138613861
723,-176.9857142857143,7.203883495145631
724,-125.13246753246752,5.08
725,-140.67857142857144,6.009708737864078
726,-184.25714285714284,7.6923076923076925
727,-132.9142857142857,5.366336633663367
728,-117.66190476190478,5.427184466019417
729,-169.15833333333333,4.771428571428571
730,-93.61948051948052,4.5049504950495045
731,-115.01190476190476,4.721153846153846
732,-144.07380952380953,4.836538461538462
733,-182.175,5.35
734,-97.96071428571429,4.445544554455446
735,-166.05714285714285,6.097087378640777
736,-111.01785714285715,4.576923076923077
737,-103.05,4.588235294117647
738,-102.99999999999999,4.349514563106796
739,-92.55357142857143,4.772277227722772
740,-103.58214285714286,4.683168316831683
741,-133.8,5.29
742,-121.89253246753248,5.188118811881188
743,-130.60779220779222,6.176470588235294
744,-139.0069597069597,5.754716981132075
745,-150.65238095238098,5.4411764705882355
746,-147.67857142857144,5.384615384615385
747,-174.6952380952381,7.207920792079208
748,-161.4060606060606,6.942857142857143
749,-134.68214285714285,4.66
750,-131.14761904761903,5.427184466019417
751,-140.12261904761905,4.990291262135922
752,-150.78571428571428,6.0
753,-134.59285714285716,6.04
754,-113.8154761904762,4.5588235294117645
755,-116.81428571428572,5.962616822429907
756,-144.67380952380952,5.926605504587156
757,-164.8357142857143,5.396039603960396
758,-207.0095238095238,7.470588235294118
759,-159.5797619047619,6.257425742574258
760,-176.35238095238094,5.077669902912621
761,-147.85714285714286,5.5
762,-109.01071428571429,4.57
763,-92.97056277056278,4.57
764,-138.15,5.306930693069307
765,-106.70833333333331,4.72
766,-198.86666666666665,7.171428571428572
767,-120.8702380952381,4.798165137614679
768,-161.36428571428573,5.128712871287129
769,-139.90238095238095,5.603960396039604
770,-159.80476190476193,6.970873786407767
771,-146.53333333333336,5.89
772,-140.51666666666665,4.685714285714286
773,-153.59047619047618,5.194174757281553
774,-88.24166666666667,4.705882352941177
775,-143.6238095238095,6.13
776,-133.28333333333333,4.72
777,-103.55638528138526,4.801980198019802
778,-134.25,5.128712871287129
779,-253.42142857142858,7.571428571428571
780,-139.54880952380955,5.386792452830188
781,-140.09285714285716,5.5
782,-135.03333333333333,5.5576923076923075
783,-111.10897435897435,4.970588235294118
784,-91.41385281385283,4.9
785,-106.5952380952381,4.69
